Date,Open,High,Low,Close,Volume
20240325,190.25999450683594,190.82000732421875,188.75,188.7899932861328,3718300
20240326,189.02000427246094,190.0,188.5,188.5,4229500
20240327,189.60000610351562,190.9600067138672,188.60000610351562,190.8000030517578,3693300
20240328,190.94000244140625,191.92999267578125,190.33999633789062,190.9600067138672,3742200
20240401,190.0,190.4600067138672,188.52000427246094,189.8300018310547,2364300
20240402,189.13999938964844,189.8000030517578,187.60000610351562,188.8800048828125,2693500
20240403,188.60000610351562,191.35000610351562,188.49000549316406,190.89999389648438,2826200
20240404,192.0,193.27999877929688,187.33999633789062,187.94000244140625,2983900
20240405,188.58999633789062,190.32000732421875,188.02000427246094,189.13999938964844,2013600
20240408,189.24000549316406,190.24000549316406,188.91000366210938,189.82000732421875,2678300
20240409,190.5399932861328,191.25,186.66000366210938,189.30999755859375,2794200
20240410,187.4199981689453,187.9199981689453,185.52000427246094,186.0399932861328,3081700
20240411,186.0399932861328,186.8000030517578,184.5800018310547,185.89999389648438,2861700
20240412,184.0,185.1699981689453,181.69000244140625,182.27000427246094,3545100
20240415,185.57000732421875,187.47999572753906,180.8800048828125,181.25,3528100
20240416,185.58999633789062,185.7100067138672,182.86000061035156,183.75,4473700
20240417,184.16000366210938,184.6699981689453,181.77999877929688,183.10000610351562,3003000
20240418,182.35000610351562,183.4600067138672,180.1699981689453,181.47000122070312,2886700
20240419,182.42999267578125,182.8000030517578,180.57000732421875,181.5800018310547,3037600
20240422,182.4499969482422,183.32000732421875,180.4499969482422,181.89999389648438,3076500
20240423,182.72999572753906,184.67999267578125,179.0,182.19000244140625,5950200
20240424,183.1699981689453,184.2899932861328,181.39999389648438,184.10000610351562,7616600
20240425,168.1999969482422,172.4499969482422,165.66000366210938,168.91000366210938,16702200
20240426,167.5,167.8699951171875,165.72999572753906,167.1300048828125,8983800
20240429,167.39999389648438,168.22000122070312,166.22999572753906,167.42999267578125,5242200
20240430,166.49000549316406,166.75999450683594,165.25999450683594,166.1999969482422,6011600
20240501,165.69000244140625,166.27000427246094,164.3000030517578,164.42999267578125,4029900
20240502,164.35000610351562,164.8800048828125,162.6199951171875,164.69000244140625,3829900
20240503,165.0,166.61000061035156,164.9199981689453,165.7100067138672,3400400
20240506,166.5,168.6699981689453,166.3800048828125,168.61000061035156,4222300
20240507,169.0,169.2899932861328,167.94000244140625,168.3800048828125,3155300
20240508,168.00999450683594,170.25999450683594,167.89999389648438,169.89999389648438,3522000
20240509,167.5,167.5500030517578,165.8800048828125,166.27000427246094,4266600
20240510,167.1300048828125,168.07000732421875,166.32000732421875,167.14999389648438,2255400
20240513,167.5,168.05999755859375,166.75999450683594,167.55999755859375,2414900
20240514,167.86000061035156,168.1300048828125,166.47999572753906,167.36000061035156,2601000
20240515,167.94000244140625,168.35000610351562,167.33999633789062,168.25999450683594,4468800
20240516,168.25999450683594,169.6300048828125,167.7899932861328,168.97000122070312,3492300
20240517,168.97000122070312,169.11000061035156,167.3300018310547,169.02999877929688,2956400
20240520,169.0,170.16000366210938,168.3800048828125,169.9199981689453,2726300
20240521,169.94000244140625,174.97000122070312,169.94000244140625,173.47000122070312,6459800
20240522,173.38999938964844,174.99000549316406,172.75999450683594,173.69000244140625,3294900
20240523,175.38999938964844,175.4600067138672,170.44000244140625,170.6699981689453,3341300
20240524,171.47999572753906,172.00999450683594,170.2100067138672,170.88999938964844,2587400
20240528,170.44000244140625,171.08999633789062,168.64999389648438,169.66000366210938,2629500
20240529,168.0,168.6300048828125,166.2100067138672,167.0500030517578,4206600
20240530,165.55999755859375,166.72999572753906,164.22999572753906,165.6300048828125,3853000
20240531,165.6999969482422,166.97000122070312,163.83999633789062,166.85000610351562,4905000
20240603,166.5399932861328,166.77999877929688,163.52999877929688,165.27999877929688,2776100
20240604,164.60000610351562,166.39999389648438,163.8800048828125,165.80999755859375,2594200
20240605,166.41000366210938,167.7899932861328,165.77999877929688,167.3800048828125,3049400
20240606,167.3800048828125,168.44000244140625,166.8000030517578,168.1999969482422,2207100
20240607,168.17999267578125,171.30999755859375,168.05999755859375,170.00999450683594,3475500
20240610,169.5500030517578,170.75999450683594,168.8800048828125,170.3800048828125,3444700
20240611,169.97999572753906,170.0,166.80999755859375,169.32000732421875,2951300
20240612,171.35000610351562,172.47000122070312,168.10000610351562,169.0,3522700
20240613,169.00999450683594,169.58999633789062,168.33999633789062,169.1199951171875,3525700
20240614,168.2899932861328,169.47000122070312,167.22999572753906,169.2100067138672,2777700
20240617,168.75999450683594,169.72000122070312,167.5,169.5,3239800
20240618,170.0,170.75,168.3800048828125,170.5500030517578,3386400
20240620,174.0800018310547,174.27999877929688,171.22000122070312,173.9199981689453,4723100
20240621,173.97000122070312,174.9600067138672,171.39999389648438,172.4600067138672,10182000
20240624,175.0,178.4600067138672,174.14999389648438,175.00999450683594,4864700
20240625,175.13999938964844,175.75,171.4199981689453,172.60000610351562,4119300
20240626,171.27999877929688,172.67999267578125,170.41000366210938,171.8699951171875,2779000
20240627,171.1199951171875,172.5,170.47999572753906,170.85000610351562,2894000
20240628,170.85000610351562,173.4600067138672,170.52999877929688,172.9499969482422,4193300
20240701,173.4499969482422,176.4600067138672,173.3800048828125,175.10000610351562,3321000
20240702,174.83999633789062,177.49000549316406,174.32000732421875,177.3000030517578,2883300
20240703,177.8800048828125,177.97999572753906,175.1699981689453,175.72999572753906,1649000
20240705,175.74000549316406,176.08999633789062,173.9499969482422,176.02000427246094,2086000
20240708,176.41000366210938,178.58999633789062,176.00999450683594,177.63999938964844,2503000
20240709,177.60000610351562,177.6999969482422,175.5800018310547,176.47999572753906,2512700
20240710,176.60000610351562,178.22000122070312,174.4499969482422,177.83999633789062,3462200
20240711,177.64999389648438,179.44000244140625,176.6199951171875,178.30999755859375,2806800
20240712,178.55999755859375,184.16000366210938,178.5,182.8300018310547,4785600
20240715,183.3800048828125,184.89999389648438,182.60000610351562,182.8800048828125,2925700
20240716,184.6699981689453,186.60000610351562,184.52000427246094,185.80999755859375,3374500
20240717,185.44000244140625,187.94000244140625,185.07000732421875,187.4499969482422,4225300
20240718,186.63999938964844,189.47000122070312,185.10000610351562,185.22000122070312,3487800
20240719,186.3300018310547,187.0,181.9499969482422,183.25,3816000
20240722,183.39999389648438,184.97000122070312,182.86000061035156,184.14999389648438,2488500
20240723,184.36000061035156,185.3800048828125,183.00999450683594,184.10000610351562,2180200
20240724,184.13999938964844,185.07000732421875,183.14999389648438,184.02000427246094,6962100
20240725,186.8000030517578,196.25999450683594,185.3000030517578,191.97999572753906,9532800
20240726,190.50999450683594,193.57000732421875,189.6199951171875,191.75,4294900
20240729,193.17999267578125,193.2899932861328,189.17999267578125,191.5,3336800
20240730,191.47999572753906,192.77000427246094,189.08999633789062,191.0399932861328,3065000
20240731,191.0,194.5500030517578,189.99000549316406,192.13999938964844,5558400
20240801,192.80999755859375,193.63999938964844,188.2899932861328,189.66000366210938,4085400
20240802,188.77999877929688,189.25999450683594,185.6999969482422,189.1199951171875,4548800
20240805,184.5500030517578,185.25999450683594,181.80999755859375,183.30999755859375,4975000
20240806,184.6999969482422,188.89999389648438,183.63999938964844,186.8000030517578,3632500
20240807,188.0800018310547,189.8699951171875,186.6999969482422,186.8000030517578,3801900
20240808,187.5,192.8800048828125,187.0,192.61000061035156,3712700
20240809,191.17999267578125,192.6300048828125,189.0399932861328,191.4499969482422,2773700
20240812,191.25,191.5800018310547,189.0,189.47999572753906,2290300
20240813,190.2899932861328,191.30999755859375,189.2100067138672,190.99000549316406,2178900
20240814,191.14999389648438,193.08999633789062,190.72999572753906,192.32000732421875,1895100
20240815,193.50999450683594,194.25,193.27999877929688,193.9499969482422,2472000
20240816,193.5800018310547,194.35000610351562,192.86000061035156,193.77999877929688,2494400
20240819,193.83999633789062,195.52999877929688,193.72000122070312,194.72999572753906,2361400
20240820,194.58999633789062,196.2100067138672,193.75,196.02999877929688,1790400
20240821,195.97000122070312,197.3300018310547,194.1199951171875,197.2100067138672,2579300
20240822,197.25,197.9199981689453,195.57000732421875,195.9600067138672,1969500
20240823,196.7899932861328,197.3800048828125,194.38999938964844,196.10000610351562,2322000
20240826,196.0,198.35000610351562,195.89999389648438,197.97999572753906,2567200
20240827,197.44000244140625,199.39999389648438,196.97000122070312,198.72999572753906,2617100
20240828,199.0,200.0,197.49000549316406,198.4600067138672,2645200
20240829,199.3000030517578,201.1199951171875,198.27000427246094,198.89999389648438,2989600
20240830,199.11000061035156,202.1699981689453,198.72999572753906,202.1300048828125,4751000
20240903,201.91000366210938,204.72000122070312,200.2100067138672,201.27999877929688,3874700
20240904,200.75999450683594,204.36000061035156,200.5,204.11000061035156,3142500
20240905,204.0800018310547,205.9499969482422,200.9600067138672,202.58999633789062,3229200
20240906,202.3800048828125,204.10000610351562,199.33999633789062,200.74000549316406,3304500
20240909,201.94000244140625,205.0500030517578,201.42999267578125,203.52999877929688,3705000
20240910,204.1999969482422,205.8300018310547,202.8699951171875,205.32000732421875,3070600
20240911,207.75999450683594,210.1199951171875,203.0399932861328,209.88999938964844,5554300
20240912,210.0,212.64999389648438,208.27000427246094,211.61000061035156,4616400
20240913,212.47999572753906,216.08999633789062,212.1300048828125,214.7899932861328,4572300
20240916,215.8800048828125,217.89999389648438,215.52000427246094,217.16000366210938,4176100
20240917,217.25,218.83999633789062,213.0,214.1300048828125,5635200
20240918,214.1300048828125,216.86000061035156,213.58999633789062,214.94000244140625,3482800
20240919,218.00999450683594,218.47999572753906,210.3699951171875,213.88999938964844,5279600
