Date,Open,High,Low,Close,Volume
20240325,161.1699981689453,161.66000366210938,159.72999572753906,160.19000244140625,7145600
20240326,160.36000061035156,161.13999938964844,160.13999938964844,160.5500030517578,5842700
20240327,161.36000061035156,162.74000549316406,161.33999633789062,162.61000061035156,6599700
20240328,162.82000732421875,163.13999938964844,161.6999969482422,162.25,7191500
20240401,161.77999877929688,162.07000732421875,159.8000030517578,160.5800018310547,5971900
20240402,159.63999938964844,160.7100067138672,159.63999938964844,160.57000732421875,6771200
20240403,160.6300048828125,160.8800048828125,155.67999267578125,156.14999389648438,9601800
20240404,156.8800048828125,157.0800018310547,155.41000366210938,155.4499969482422,6801700
20240405,155.2899932861328,157.05999755859375,154.69000244140625,156.10000610351562,5120800
20240408,155.97000122070312,156.6999969482422,155.6300048828125,156.0399932861328,5476800
20240409,156.27000427246094,156.75,155.6999969482422,156.66000366210938,4613800
20240410,155.64999389648438,157.5800018310547,155.64999389648438,157.24000549316406,7784900
20240411,157.5500030517578,157.60000610351562,155.77000427246094,155.83999633789062,8209800
20240412,155.22000122070312,155.97000122070312,154.74000549316406,155.3300018310547,6770500
20240415,156.4199981689453,156.82000732421875,155.3300018310547,155.4499969482422,5754000
20240416,155.85000610351562,156.94000244140625,155.6699981689453,155.9499969482422,6103300
20240417,156.3000030517578,157.1199951171875,155.74000549316406,156.9600067138672,6621900
20240418,156.33999633789062,157.6300048828125,155.9600067138672,157.2899932861328,7819300
20240419,154.97999572753906,158.17999267578125,153.52000427246094,158.13999938964844,12028400
20240422,158.42999267578125,161.2899932861328,157.25,160.5399932861328,8926300
20240423,161.67999267578125,162.10000610351562,160.4199981689453,161.5,7707300
20240424,161.1999969482422,162.86000061035156,159.4199981689453,162.60000610351562,7217600
20240425,162.97000122070312,164.32000732421875,162.0800018310547,162.5500030517578,7094600
20240426,162.5,163.32000732421875,160.49000549316406,161.2899932861328,5659800
20240429,161.1699981689453,161.7899932861328,160.41000366210938,161.66000366210938,4621000
20240430,161.83999633789062,163.35000610351562,161.60000610351562,163.1999969482422,8106100
20240501,163.27999877929688,164.24000549316406,162.22000122070312,163.39999389648438,7543000
20240502,163.5399932861328,164.49000549316406,162.63999938964844,163.83999633789062,5647500
20240503,163.5399932861328,164.7100067138672,162.16000366210938,164.4600067138672,5581500
20240506,164.77999877929688,164.97999572753906,163.25999450683594,164.44000244140625,5472400
20240507,164.97999572753906,166.0399932861328,164.58999633789062,165.75999450683594,6433000
20240508,165.97999572753906,166.3699951171875,164.92999267578125,165.07000732421875,4579400
20240509,165.0500030517578,166.3300018310547,165.0500030517578,166.0399932861328,4671100
20240510,166.08999633789062,167.36000061035156,165.6999969482422,166.85000610351562,4879400
20240513,166.85000610351562,167.64999389648438,165.36000061035156,165.8699951171875,5725500
20240514,165.52999877929688,166.07000732421875,163.9499969482422,165.75999450683594,6009800
20240515,165.30999755859375,166.67999267578125,165.1199951171875,166.50999450683594,5102700
20240516,166.92999267578125,168.33999633789062,166.58999633789062,167.86000061035156,6793600
20240517,167.6699981689453,168.0,166.8800048828125,167.63999938964844,4700800
20240520,167.5500030517578,167.8800048828125,166.7899932861328,167.30999755859375,3804600
20240521,167.75999450683594,168.5399932861328,167.2899932861328,168.35000610351562,5147100
20240522,168.00999450683594,168.42999267578125,167.6300048828125,167.80999755859375,4536700
20240523,167.2899932861328,168.11000061035156,165.32000732421875,165.49000549316406,4729800
20240524,165.85000610351562,166.30999755859375,165.14999389648438,165.3300018310547,3818300
20240528,164.49000549316406,164.75999450683594,162.25999450683594,163.11000061035156,6466200
20240529,162.64999389648438,162.74000549316406,161.4199981689453,161.64999389648438,4360400
20240530,161.64999389648438,162.6999969482422,161.47999572753906,162.5800018310547,4756500
20240531,162.44000244140625,164.77000427246094,161.97000122070312,164.5399932861328,10341400
20240603,163.92999267578125,166.24000549316406,163.6300048828125,164.64999389648438,5828400
20240604,164.7899932861328,167.1199951171875,164.39999389648438,167.00999450683594,6277000
20240605,167.00999450683594,167.00999450683594,164.97999572753906,166.0500030517578,5243300
20240606,165.8300018310547,168.5800018310547,165.0800018310547,168.47000122070312,6302000
20240607,168.39999389648438,168.97000122070312,166.83999633789062,167.05999755859375,4558200
20240610,166.77999877929688,167.72000122070312,166.0800018310547,167.35000610351562,4110600
20240611,166.97000122070312,167.5,166.02000427246094,167.47999572753906,3947700
20240612,167.5,167.63999938964844,164.22000122070312,165.17999267578125,5474500
20240613,164.47000122070312,167.0,164.47000122070312,166.41000366210938,4902200
20240614,165.99000549316406,166.92999267578125,165.25,166.7899932861328,3695000
20240617,165.85000610351562,168.7100067138672,165.39999389648438,167.5,6759400
20240618,167.02999877929688,168.64999389648438,166.94000244140625,168.55999755859375,5112600
20240620,168.3699951171875,168.77999877929688,166.86000061035156,167.6699981689453,8483600
20240621,167.47999572753906,168.8800048828125,167.17999267578125,168.25999450683594,14682000
20240624,168.75999450683594,169.41000366210938,167.47999572753906,168.4499969482422,7565200
20240625,168.6300048828125,168.91000366210938,165.89999389648438,166.85000610351562,8324000
20240626,166.0500030517578,167.80999755859375,165.66000366210938,167.4499969482422,5164000
20240627,167.49000549316406,168.10000610351562,165.5,166.6199951171875,5007000
20240628,166.0,167.24000549316406,164.5800018310547,164.9199981689453,9253100
20240701,165.58999633789062,166.2100067138672,162.1999969482422,162.72000122070312,7638600
20240702,162.5800018310547,164.0399932861328,161.7100067138672,163.89999389648438,5449200
20240703,163.2100067138672,164.2100067138672,162.97999572753906,163.8300018310547,2980500
20240705,164.00999450683594,165.6300048828125,163.5,165.2100067138672,6509200
20240708,165.9499969482422,166.6699981689453,165.6199951171875,166.52000427246094,5144500
20240709,166.6300048828125,166.75999450683594,165.13999938964844,165.66000366210938,4393100
20240710,165.89999389648438,166.9199981689453,165.5399932861328,166.8000030517578,5037100
20240711,166.3000030517578,166.6300048828125,164.77999877929688,165.5399932861328,5831500
20240712,166.22000122070312,167.63999938964844,166.02000427246094,166.61000061035156,4684600
20240715,166.47000122070312,166.6199951171875,164.4600067138672,164.5800018310547,5752500
20240716,164.91000366210938,167.07000732421875,164.61000061035156,166.9499969482422,6378300
20240717,167.75,170.1699981689453,167.3300018310547,169.44000244140625,7982300
20240718,168.8000030517578,170.9199981689453,168.27999877929688,168.44000244140625,5926300
20240719,167.97000122070312,169.0399932861328,167.1300048828125,167.9600067138672,6597100
20240722,167.92999267578125,168.6999969482422,167.6999969482422,168.25,6383000
20240723,168.11000061035156,168.4199981689453,166.32000732421875,166.6199951171875,4863400
20240724,166.32000732421875,168.27999877929688,165.5800018310547,168.0,5907000
20240725,168.32000732421875,170.08999633789062,166.8699951171875,166.89999389648438,7338300
20240726,167.25,169.32000732421875,167.02999877929688,169.11000061035156,5581600
20240729,168.85000610351562,170.5399932861328,168.11000061035156,169.92999267578125,6797800
20240730,161.7899932861328,162.3800048828125,158.0399932861328,161.6999969482422,15746300
20240731,160.80999755859375,162.86000061035156,159.2100067138672,160.75999450683594,9660900
20240801,160.8800048828125,166.30999755859375,160.67999267578125,165.69000244140625,12532700
20240802,167.44000244140625,170.35000610351562,165.14999389648438,170.0800018310547,11899000
20240805,170.8800048828125,170.8800048828125,166.6699981689453,168.05999755859375,10338800
20240806,167.89999389648438,170.3300018310547,167.85000610351562,168.08999633789062,7454900
20240807,168.57000732421875,171.72000122070312,168.00999450683594,170.02000427246094,8385500
20240808,169.4199981689453,171.55999755859375,169.0,170.8699951171875,6386900
20240809,170.1199951171875,171.25999450683594,169.64999389648438,170.5399932861328,5377300
20240812,169.39999389648438,169.64999389648438,166.1999969482422,166.80999755859375,7208100
20240813,167.33999633789062,167.8000030517578,166.4600067138672,167.2899932861328,3770000
20240814,166.5,169.47000122070312,165.82000732421875,168.8000030517578,5476600
20240815,169.4600067138672,169.67999267578125,166.75,167.9199981689453,9491400
20240816,167.82000732421875,168.35000610351562,166.8000030517578,167.88999938964844,5640800
20240819,168.17999267578125,169.24000549316406,168.1699981689453,168.4199981689453,3885300
20240820,168.77000427246094,170.55999755859375,168.11000061035156,170.41000366210938,4513600
20240821,170.19000244140625,171.88999938964844,169.60000610351562,170.16000366210938,4082000
20240822,170.8800048828125,171.24000549316406,169.13999938964844,170.14999389648438,4097300
20240823,170.0500030517578,170.11000061035156,168.25,169.1699981689453,4771300
20240826,168.6999969482422,170.97000122070312,168.6999969482422,170.35000610351562,6472400
20240827,170.8300018310547,171.10000610351562,169.0800018310547,169.25,4456400
20240828,169.4199981689453,171.1999969482422,168.5800018310547,169.05999755859375,5644800
20240829,169.75,170.60000610351562,168.94000244140625,170.02999877929688,4413200
20240830,170.16000366210938,171.8800048828125,169.69000244140625,171.5399932861328,7301600
20240903,171.02999877929688,175.0,170.99000549316406,174.52000427246094,10101400
20240904,173.6300048828125,176.0,173.6300048828125,175.89999389648438,7517500
20240905,175.99000549316406,176.5500030517578,174.6699981689453,175.47000122070312,6061900
20240906,175.75999450683594,177.0399932861328,175.33999633789062,175.58999633789062,5785700
20240909,175.5399932861328,176.83999633789062,174.66000366210938,176.05999755859375,6450200
20240910,175.91000366210938,177.94000244140625,175.91000366210938,177.7899932861328,6396300
20240911,176.60000610351562,177.0,173.6300048828125,173.9199981689453,6828200
20240912,173.89999389648438,174.61000061035156,172.44000244140625,173.47000122070312,4839800
20240913,173.3699951171875,174.5399932861328,172.8000030517578,174.0800018310547,3918000
20240916,174.7100067138672,177.30999755859375,174.32000732421875,177.24000549316406,6892300
20240917,176.6300048828125,176.97000122070312,175.36000061035156,175.8800048828125,4757100
20240918,175.0500030517578,175.89999389648438,172.57000732421875,173.9199981689453,5102900
20240919,172.8800048828125,173.16000366210938,170.3800048828125,171.5399932861328,8692000
20240920,171.50999450683594,174.5399932861328,171.5,174.22000122070312,28647500
20240923,174.00999450683594,175.19000244140625,172.58999633789062,173.77000427246094,10265000
20240924,172.8800048828125,174.5,172.6199951171875,173.24000549316406,5422400
20240925,174.07000732421875,174.67999267578125,172.05999755859375,172.25999450683594,8916500
20240926,171.5,174.61000061035156,171.36000061035156,173.2100067138672,4957200
20240927,173.00999450683594,174.4499969482422,172.5800018310547,173.5500030517578,4599500
20240930,173.72999572753906,174.0,172.7100067138672,173.1999969482422,6296600
20241001,173.24000549316406,174.0,172.1999969482422,173.0399932861328,7130600
20241002,172.00999450683594,172.4499969482422,171.0800018310547,171.9199981689453,6212700
20241003,171.3699951171875,171.3699951171875,169.77000427246094,170.1199951171875,4794300
20241004,168.85000610351562,170.08999633789062,168.25999450683594,168.8800048828125,6002800
20241007,169.16000366210938,169.5800018310547,166.8699951171875,167.1199951171875,6325300
20241008,166.85000610351562,168.58999633789062,166.27000427246094,168.16000366210938,7473000
20241009,168.3800048828125,169.80999755859375,168.0,169.27000427246094,8758800
20241010,168.8000030517578,169.7899932861328,168.3699951171875,168.9499969482422,6932300
20241011,169.4600067138672,171.41000366210938,168.97000122070312,171.08999633789062,7036500
20241014,171.02000427246094,172.83999633789062,170.74000549316406,172.50999450683594,5909000
20241015,172.88999938964844,174.91000366210938,172.82000732421875,173.57000732421875,7172200
20241016,171.8800048828125,172.58999633789062,170.88999938964844,172.3800048828125,6117000
20241017,172.17999267578125,173.67999267578125,171.75999450683594,172.27999877929688,7045600
20241018,170.3000030517578,172.2100067138672,168.4600067138672,171.27999877929688,8372500
20241021,170.97999572753906,171.47999572753906,168.4499969482422,169.5399932861328,5522500
20241022,168.57000732421875,170.72999572753906,168.57000732421875,169.6999969482422,7511400
20241023,169.5500030517578,170.1699981689453,168.72999572753906,169.5800018310547,4837800
20241024,169.4199981689453,169.9600067138672,168.92999267578125,169.6199951171875,5861200
20241025,168.9199981689453,169.39999389648438,168.0399932861328,168.22000122070312,4877900
20241028,169.27999877929688,169.66000366210938,168.3800048828125,169.3000030517578,5753800
20241029,168.86000061035156,168.86000061035156,166.8300018310547,167.1699981689453,5681000
20241030,167.08999633789062,167.32000732421875,165.9600067138672,166.16000366210938,5518100
20241031,165.75999450683594,167.0399932861328,165.08999633789062,165.17999267578125,6056500
20241101,165.30999755859375,166.35000610351562,164.99000549316406,165.10000610351562,5454800
20241104,165.72000122070312,166.27000427246094,164.5800018310547,165.0800018310547,5130200
20241105,164.3300018310547,166.32000732421875,164.3300018310547,165.75999450683594,4397400
20241106,165.61000061035156,166.0399932861328,159.80999755859375,161.0500030517578,11473700
20241107,161.9600067138672,163.9499969482422,161.47999572753906,163.41000366210938,9056700
20241108,164.02000427246094,167.75,163.92999267578125,167.7100067138672,7506200
20241111,167.0,168.52000427246094,165.77999877929688,166.02999877929688,6364400
20241112,166.13999938964844,167.05999755859375,165.57000732421875,165.83999633789062,6507500
20241113,166.05999755859375,166.8000030517578,165.67999267578125,166.5800018310547,5412300
20241114,166.7100067138672,168.0399932861328,166.50999450683594,167.0800018310547,7444300
20241115,167.94000244140625,170.57000732421875,166.8800048828125,169.5399932861328,9939400
20241118,169.11000061035156,171.4499969482422,168.8300018310547,170.75,6681000
20241119,170.69000244140625,171.1699981689453,169.66000366210938,170.75999450683594,5683700
20241120,170.00999450683594,171.07000732421875,169.50999450683594,170.88999938964844,7081100
20241121,171.66000366210938,173.50999450683594,170.22000122070312,172.75,6240400
20241122,174.14999389648438,177.39999389648438,173.8800048828125,176.27999877929688,10609800
20241125,177.47999572753906,178.82000732421875,176.89999389648438,177.38999938964844,19357000
20241126,177.1999969482422,179.4600067138672,177.1999969482422,179.30999755859375,6276700
20241127,180.0,180.42999267578125,178.72999572753906,179.36000061035156,5522900
20241129,178.6999969482422,179.6300048828125,178.27999877929688,179.25999450683594,3823700
20241202,179.1199951171875,180.16000366210938,178.00999450683594,179.6999969482422,5728200
20241203,178.77000427246094,179.6199951171875,175.1999969482422,175.4199981689453,8127300
20241204,174.1699981689453,175.14999389648438,173.4600067138672,175.11000061035156,6823500
20241205,174.86000061035156,176.4600067138672,174.4499969482422,176.02999877929688,5022200
20241206,175.3699951171875,176.74000549316406,173.75,173.82000732421875,5741200
20241209,173.63999938964844,173.75999450683594,170.42999267578125,170.7899932861328,7164300
20241210,170.4199981689453,172.92999267578125,169.92999267578125,172.27999877929688,6219900
20241211,173.00999450683594,173.38999938964844,170.39999389648438,170.6300048828125,5237500
