Symbol,Date,Open,High,Low,Close,Volume
BAC,yyyyMMdd,37.099998474121094,37.279998779296875,36.84000015258789,36.86000061035156,30480200
BAC,yyyyMMdd,37.0,37.2400016784668,36.79999923706055,37.09000015258789,33673400
BAC,yyyyMMdd,37.25,37.849998474121094,37.2400016784668,37.810001373291016,36350200
BAC,yyyyMMdd,37.720001220703125,38.0,37.41999816894531,37.91999816894531,42262500
BAC,yyyyMMdd,37.939998626708984,38.349998474121094,37.439998626708984,37.52000045776367,33908000
BAC,yyyyMMdd,37.189998626708984,37.58000183105469,37.15999984741211,37.29999923706055,34806800
BAC,yyyyMMdd,37.400001525878906,38.02000045776367,37.27000045776367,37.439998626708984,33338500
BAC,yyyyMMdd,37.70000076293945,37.959999084472656,36.869998931884766,36.91999816894531,42888200
BAC,yyyyMMdd,36.810001373291016,37.34000015258789,36.72999954223633,37.11000061035156,30818000
BAC,yyyyMMdd,37.20000076293945,37.58000183105469,37.130001068115234,37.5,29470300
BAC,yyyyMMdd,37.5099983215332,37.77000045776367,37.20000076293945,37.72999954223633,30977700
BAC,yyyyMMdd,37.18000030517578,37.22999954223633,36.54999923706055,36.650001525878906,37610700
BAC,yyyyMMdd,36.75,36.75,36.04999923706055,36.349998474121094,38604000
BAC,yyyyMMdd,35.810001373291016,36.09000015258789,35.529998779296875,35.790000915527344,47118300
BAC,yyyyMMdd,36.33000183105469,36.7599983215332,35.7599983215332,35.95000076293945,44392000
BAC,yyyyMMdd,36.099998474121094,36.16999816894531,34.150001525878906,34.68000030517578,95566100
BAC,yyyyMMdd,34.88999938964844,35.75,34.75,35.22999954223633,65951400
BAC,yyyyMMdd,35.540000915527344,35.9900016784668,35.18000030517578,35.77000045776367,44506200
BAC,yyyyMMdd,36.099998474121094,37.119998931884766,36.060001373291016,36.970001220703125,56240900
BAC,yyyyMMdd,37.0,37.90999984741211,36.869998931884766,37.72999954223633,43867100
BAC,yyyyMMdd,37.939998626708984,38.41999816894531,37.83000183105469,38.369998931884766,39180300
BAC,yyyyMMdd,38.02000045776367,38.4900016784668,38.0,38.31999969482422,28670600
BAC,yyyyMMdd,37.93000030517578,38.27000045776367,37.380001068115234,37.90999984741211,41116000
BAC,yyyyMMdd,37.93000030517578,38.310001373291016,37.779998779296875,37.83000183105469,28668700
BAC,yyyyMMdd,37.84000015258789,38.060001373291016,37.45000076293945,37.54999923706055,26438800
BAC,yyyyMMdd,37.349998474121094,37.66999816894531,36.97999954223633,37.0099983215332,30283800
BAC,yyyyMMdd,37.209999084472656,37.5099983215332,36.77000045776367,36.95000076293945,32272000
BAC,yyyyMMdd,37.369998931884766,37.4900016784668,36.650001525878906,36.880001068115234,34860300
BAC,yyyyMMdd,37.25,37.529998779296875,37.08000183105469,37.25,34082700
BAC,yyyyMMdd,37.65999984741211,37.790000915527344,37.36000061035156,37.689998626708984,28422300
BAC,yyyyMMdd,37.70000076293945,38.150001525878906,37.70000076293945,37.84000015258789,29119500
BAC,yyyyMMdd,37.70000076293945,37.81999969482422,37.52000045776367,37.709999084472656,32803300
BAC,yyyyMMdd,37.529998779296875,38.41999816894531,37.459999084472656,38.279998779296875,26855400
BAC,yyyyMMdd,38.47999954223633,38.779998779296875,38.33000183105469,38.45000076293945,27359100
BAC,yyyyMMdd,38.619998931884766,38.779998779296875,38.18000030517578,38.209999084472656,24060600
BAC,yyyyMMdd,38.400001525878906,38.790000915527344,38.369998931884766,38.4900016784668,27594800
BAC,yyyyMMdd,38.79999923706055,39.2400016784668,38.779998779296875,38.90999984741211,34084400
BAC,yyyyMMdd,38.91999816894531,39.36000061035156,38.709999084472656,39.220001220703125,32554200
BAC,yyyyMMdd,39.45000076293945,39.4900016784668,39.15999984741211,39.290000915527344,25537300
BAC,yyyyMMdd,39.2599983215332,39.470001220703125,38.790000915527344,38.81999969482422,28369800
BAC,yyyyMMdd,38.77000045776367,39.75,38.77000045776367,39.650001525878906,31799200
BAC,yyyyMMdd,39.40999984741211,39.810001373291016,39.34000015258789,39.7599983215332,42837600
BAC,yyyyMMdd,39.77000045776367,39.84000015258789,38.939998626708984,39.16999816894531,39033900
BAC,yyyyMMdd,39.15999984741211,39.779998779296875,39.06999969482422,39.70000076293945,22162100
BAC,yyyyMMdd,39.650001525878906,39.7400016784668,39.11000061035156,39.31999969482422,31217900
BAC,yyyyMMdd,38.84000015258789,38.900001525878906,38.560001373291016,38.720001220703125,26677500
BAC,yyyyMMdd,38.72999954223633,39.119998931884766,37.59000015258789,38.630001068115234,51008600
BAC,yyyyMMdd,38.70000076293945,40.08000183105469,38.65999984741211,39.9900016784668,58188400
BAC,yyyyMMdd,40.040000915527344,40.189998626708984,39.36000061035156,39.880001068115234,31898600
BAC,yyyyMMdd,39.619998931884766,40.13999938964844,39.41999816894531,39.68000030517578,26974200
BAC,yyyyMMdd,39.81999969482422,39.9900016784668,39.52000045776367,39.959999084472656,34140300
BAC,yyyyMMdd,39.90999984741211,40.0,39.41999816894531,39.70000076293945,38676400
BAC,yyyyMMdd,39.279998779296875,39.959999084472656,39.279998779296875,39.779998779296875,25928700
BAC,yyyyMMdd,39.58000183105469,39.84000015258789,39.209999084472656,39.66999816894531,37182700
BAC,yyyyMMdd,39.33000183105469,39.349998474121094,38.459999084472656,38.86000061035156,44629000
BAC,yyyyMMdd,39.79999923706055,39.880001068115234,39.099998474121094,39.40999984741211,38964700
BAC,yyyyMMdd,39.290000915527344,39.349998474121094,38.93000030517578,39.2599983215332,40018700
BAC,yyyyMMdd,39.099998474121094,39.47999954223633,38.90999984741211,39.2400016784668,32347900
BAC,yyyyMMdd,39.09000015258789,39.529998779296875,38.97999954223633,39.5099983215332,26135400
BAC,yyyyMMdd,39.560001373291016,40.02000045776367,39.459999084472656,39.9900016784668,30804500
BAC,yyyyMMdd,39.779998779296875,40.310001373291016,39.75,39.9900016784668,29383300
BAC,yyyyMMdd,39.849998474121094,39.90999984741211,39.369998931884766,39.4900016784668,72251500
BAC,yyyyMMdd,39.77000045776367,40.34000015258789,39.650001525878906,40.02000045776367,31064900
BAC,yyyyMMdd,39.779998779296875,40.06999969482422,39.349998474121094,39.380001068115234,30928600
BAC,yyyyMMdd,39.16999816894531,39.349998474121094,38.470001220703125,39.0,44310200
BAC,yyyyMMdd,38.70000076293945,39.349998474121094,38.34000015258789,39.25,29464200
BAC,yyyyMMdd,39.7400016784668,40.060001373291016,39.31999969482422,39.77000045776367,52028200
BAC,yyyyMMdd,39.90999984741211,40.34000015258789,39.66999816894531,40.0099983215332,26770500
BAC,yyyyMMdd,40.0,40.959999084472656,39.959999084472656,40.93000030517578,35626100
BAC,yyyyMMdd,41.02000045776367,41.20000076293945,40.75,40.900001525878906,17100700
BAC,yyyyMMdd,40.93000030517578,40.959999084472656,40.290000915527344,40.40999984741211,23489000
BAC,yyyyMMdd,40.599998474121094,41.040000915527344,40.43000030517578,40.619998931884766,26728500
BAC,yyyyMMdd,40.7599983215332,41.83000183105469,40.599998474121094,41.41999816894531,34697200
BAC,yyyyMMdd,41.279998779296875,41.7599983215332,41.06999969482422,41.7400016784668,25333400
BAC,yyyyMMdd,41.77000045776367,41.900001525878906,41.38999938964844,41.810001373291016,33824600
BAC,yyyyMMdd,41.4900016784668,41.91999816894531,41.09000015258789,41.59000015258789,31856600
BAC,yyyyMMdd,41.849998474121094,42.22999954223633,41.70000076293945,41.88999938964844,36648100
BAC,yyyyMMdd,42.52000045776367,44.400001525878906,42.220001220703125,44.130001068115234,75953300
BAC,yyyyMMdd,43.650001525878906,44.439998626708984,43.650001525878906,43.97999954223633,65713600
BAC,yyyyMMdd,43.619998931884766,44.2400016784668,42.93000030517578,43.0099983215332,48549200
BAC,yyyyMMdd,42.86000061035156,43.560001373291016,42.689998626708984,42.900001525878906,43903000
BAC,yyyyMMdd,42.63999938964844,42.869998931884766,41.959999084472656,42.29999923706055,42838300
BAC,yyyyMMdd,42.220001220703125,42.779998779296875,42.150001525878906,42.40999984741211,36705100
BAC,yyyyMMdd,42.279998779296875,42.75,42.06999969482422,42.189998626708984,36567200
BAC,yyyyMMdd,42.02000045776367,42.29999923706055,41.65999984741211,41.68000030517578,41593900
BAC,yyyyMMdd,41.58000183105469,41.959999084472656,41.40999984741211,41.66999816894531,52049300
BAC,yyyyMMdd,41.779998779296875,41.880001068115234,40.97999954223633,41.09000015258789,37133100
BAC,yyyyMMdd,41.04999923706055,41.88999938964844,40.810001373291016,41.279998779296875,44163200
