Symbol,Date,Open,High,Low,Close,Volume
V,02/21/2025 00:00:00,350.489990234375,353.32000732421875,347.4800109863281,348.5299987792969,6910600
V,02/20/2025 00:00:00,355.2300109863281,356.1300048828125,349.05999755859375,350.489990234375,5697000
V,02/19/2025 00:00:00,356.0199890136719,357.1499938964844,354.17999267578125,355.2300109863281,4152300
V,02/18/2025 00:00:00,353.69000244140625,356.739990234375,352.3999938964844,356.7300109863281,5822000
V,02/14/2025 00:00:00,354.42999267578125,355.42999267578125,353.2200012207031,353.80999755859375,5720300
V,02/13/2025 00:00:00,353.1199951171875,356.0799865722656,350.7300109863281,355.6300048828125,4279200
V,02/12/2025 00:00:00,349.1600036621094,351.8299865722656,347.489990234375,351.489990234375,6760100
V,02/11/2025 00:00:00,348.29998779296875,352.1199951171875,346.25,350.7200012207031,5154800
V,02/10/2025 00:00:00,348.70001220703125,351.8999938964844,347.70001220703125,351.2300109863281,6067000
V,02/07/2025 00:00:00,348,350.75,347.2099914550781,348.0199890136719,4261200
V,02/06/2025 00:00:00,349.7799987792969,350.6499938964844,346.6000061035156,347.4800109863281,4294500
V,02/05/2025 00:00:00,346,349.4800109863281,345.25,349.44000244140625,4939100
V,02/04/2025 00:00:00,344.6000061035156,346.010009765625,342.5400085449219,345.1499938964844,5532600
V,02/03/2025 00:00:00,340,346,339.239990234375,345.82000732421875,8004500
V,01/31/2025 00:00:00,346.4700012207031,351.25,341.7099914550781,341.79998779296875,8628100
V,01/30/2025 00:00:00,339.510009765625,344.44000244140625,339,343.04998779296875,8081300
V,01/29/2025 00:00:00,334.5,337.1099853515625,334.5,335.8800048828125,5087300
V,01/28/2025 00:00:00,334.6700134277344,337.8299865722656,332.8900146484375,334.4800109863281,5999600
V,01/27/2025 00:00:00,330,335.489990234375,328.04998779296875,334.5400085449219,6636500
V,01/24/2025 00:00:00,328.0199890136719,331.0899963378906,327.80999755859375,330.20001220703125,4327500
V,01/23/2025 00:00:00,323.760009765625,328.510009765625,323.57000732421875,328.2099914550781,5297100
V,01/22/2025 00:00:00,324.7699890136719,325.739990234375,322.3800048828125,323.55999755859375,5026500
V,01/21/2025 00:00:00,320.30999755859375,324.5799865722656,320,323.6300048828125,5653000
V,01/17/2025 00:00:00,317.5,320.5899963378906,316.7099914550781,319.6199951171875,5805800
V,01/16/2025 00:00:00,315.75,319.17999267578125,315.75,317.25,4606700
V,01/15/2025 00:00:00,313.67999267578125,317.19000244140625,313.1300048828125,316.2799987792969,5222000
V,01/14/2025 00:00:00,308.75,310.1600036621094,307.5199890136719,309.0899963378906,5107600
V,01/13/2025 00:00:00,305,306.9200134277344,303.8399963378906,306.9200134277344,9568400
V,01/10/2025 00:00:00,311.20001220703125,311.8500061035156,305.989990234375,307.7099914550781,6660100
V,01/08/2025 00:00:00,311,314.0400085449219,310.2099914550781,312.6000061035156,5161600
V,01/07/2025 00:00:00,312.8900146484375,315.19000244140625,311.32000732421875,311.6700134277344,4958600
V,01/06/2025 00:00:00,315.010009765625,315.3900146484375,312.07000732421875,313.0400085449219,6567300
V,01/03/2025 00:00:00,314.17999267578125,315.9200134277344,312.010009765625,314.9100036621094,4271300
V,01/02/2025 00:00:00,317.7799987792969,319.67999267578125,312.4100036621094,314.3999938964844,5369500
V,12/31/2024 00:00:00,316.1199951171875,317.6600036621094,315.19000244140625,316.0400085449219,3963800
V,12/30/2024 00:00:00,314.67999267578125,317.1099853515625,313.2300109863281,315.30999755859375,3478500
V,12/27/2024 00:00:00,319.2699890136719,321.5,317.55999755859375,318.6600036621094,3489200
V,12/26/2024 00:00:00,319.7699890136719,321.45001220703125,319.4599914550781,320.9100036621094,2856000
V,12/24/2024 00:00:00,318.1700134277344,321.5400085449219,317.2799987792969,320.6499938964844,2684100
V,12/23/2024 00:00:00,315.6499938964844,317.9700012207031,313.3500061035156,317.2200012207031,7984600
V,12/20/2024 00:00:00,313.57000732421875,320,312.2799987792969,317.7099914550781,24387000
V,12/19/2024 00:00:00,311.8299865722656,316.8699951171875,311.2300109863281,314.8800048828125,8317100
V,12/18/2024 00:00:00,318.5,321.6199951171875,309.55999755859375,309.7799987792969,10479200
V,12/17/2024 00:00:00,315.82000732421875,318.8399963378906,315.1400146484375,318.29998779296875,8843900
V,12/16/2024 00:00:00,314.739990234375,317.55999755859375,314.1000061035156,315.8900146484375,6562500
V,12/13/2024 00:00:00,315.8299865722656,316.95001220703125,314.3399963378906,314.739990234375,4682200
V,12/12/2024 00:00:00,314.82000732421875,315.54998779296875,313.42999267578125,314.2300109863281,3218500
V,12/11/2024 00:00:00,313.0400085449219,315.54998779296875,311.2099914550781,313.7900085449219,4321800
V,12/10/2024 00:00:00,307.3599853515625,312.9800109863281,306.6400146484375,312.3800048828125,4539500
V,12/09/2024 00:00:00,311.8299865722656,313.010009765625,307.6400146484375,308.29998779296875,5785300
V,12/06/2024 00:00:00,308.8699951171875,312.55999755859375,308.79998779296875,311.010009765625,4302700
V,12/05/2024 00:00:00,309.9800109863281,311.0899963378906,308.8299865722656,309.0799865722656,5200100
V,12/04/2024 00:00:00,312.4200134277344,312.8500061035156,308.79998779296875,309.8999938964844,5981800
V,12/03/2024 00:00:00,317.1000061035156,317.32000732421875,312.7699890136719,313.010009765625,5009900
V,12/02/2024 00:00:00,316.8999938964844,317.4200134277344,313.7099914550781,316.6499938964844,5597500
V,11/29/2024 00:00:00,314.2900085449219,316.25,313.70001220703125,315.0799865722656,3853300
V,11/27/2024 00:00:00,310.7699890136719,316.3699951171875,309.489990234375,314.70001220703125,5204300
V,11/26/2024 00:00:00,314.20001220703125,314.5,311.5400085449219,311.82000732421875,7071500
V,11/25/2024 00:00:00,311.8599853515625,313.6600036621094,309.8599853515625,313.19000244140625,14189300
