Date,DateNumber,Open,High,Low,Close,Volume
20240226,20240226,175.6999969482422,176.3699951171875,174.25999450683594,174.72999572753906,44368600
20240227,20240227,174.0800018310547,174.6199951171875,172.86000061035156,173.5399932861328,31141700
20240228,20240228,172.44000244140625,174.0500030517578,172.27000427246094,173.16000366210938,28180500
20240229,20240229,173.00999450683594,177.22000122070312,172.85000610351562,176.75999450683594,53805400
20240301,20240301,176.75,178.72999572753906,176.07000732421875,178.22000122070312,31956200
20240304,20240304,177.52999877929688,180.13999938964844,177.49000549316406,177.5800018310547,37381500
20240305,20240305,176.92999267578125,176.92999267578125,173.3000030517578,174.1199951171875,37228300
20240306,20240306,175.5399932861328,176.4600067138672,173.25999450683594,173.50999450683594,32090900
20240307,20240307,174.8300018310547,177.99000549316406,173.72000122070312,176.82000732421875,34063300
20240308,20240308,176.44000244140625,178.7899932861328,174.3300018310547,175.35000610351562,37853500
20240311,20240311,174.30999755859375,174.47000122070312,171.47000122070312,171.9600067138672,28484800
20240312,20240312,173.5,176.75999450683594,171.97999572753906,175.38999938964844,36610600
20240313,20240313,175.89999389648438,177.6199951171875,175.5500030517578,176.55999755859375,30772600
20240314,20240314,177.69000244140625,179.52999877929688,176.47000122070312,178.75,43705800
20240315,20240315,176.63999938964844,177.92999267578125,173.89999389648438,174.4199981689453,72115500
20240318,20240318,175.8000030517578,176.69000244140625,174.27999877929688,174.47999572753906,31250700
20240319,20240319,174.22000122070312,176.08999633789062,173.52000427246094,175.89999389648438,26880900
20240320,20240320,176.13999938964844,178.52999877929688,174.63999938964844,178.14999389648438,29947200
20240321,20240321,179.99000549316406,181.4199981689453,178.14999389648438,178.14999389648438,32824300
20240322,20240322,177.75,179.25999450683594,176.75,178.8699951171875,27964100
20240325,20240325,178.00999450683594,180.99000549316406,177.24000549316406,179.7100067138672,29815500
20240326,20240326,180.14999389648438,180.4499969482422,177.9499969482422,178.3000030517578,29659000
20240327,20240327,179.8800048828125,180.0,177.30999755859375,179.8300018310547,33272600
20240328,20240328,180.1699981689453,181.6999969482422,179.25999450683594,180.3800048828125,38051600
20240401,20240401,180.7899932861328,183.0,179.9499969482422,180.97000122070312,29174500
20240402,20240402,179.07000732421875,180.7899932861328,178.3800048828125,180.69000244140625,32611500
20240403,20240403,179.89999389648438,182.8699951171875,179.8000030517578,182.41000366210938,31046600
20240404,20240404,184.0,185.10000610351562,180.0,180.0,41624300
20240405,20240405,182.3800048828125,186.27000427246094,181.97000122070312,185.07000732421875,42335200
20240408,20240408,186.89999389648438,187.2899932861328,184.80999755859375,185.19000244140625,39221300
20240409,20240409,187.24000549316406,187.33999633789062,184.1999969482422,185.6699981689453,36546900
20240410,20240410,182.77000427246094,186.27000427246094,182.6699981689453,185.9499969482422,35879200
20240411,20240411,186.74000549316406,189.77000427246094,185.50999450683594,189.0500030517578,40020700
20240412,20240412,187.72000122070312,188.3800048828125,185.0800018310547,186.1300048828125,38554300
20240415,20240415,187.42999267578125,188.69000244140625,183.0,183.6199951171875,48052400
20240416,20240416,183.27000427246094,184.8300018310547,182.25999450683594,183.32000732421875,32891300
20240417,20240417,184.30999755859375,184.57000732421875,179.82000732421875,181.27999877929688,31359700
20240418,20240418,181.47000122070312,182.38999938964844,178.64999389648438,179.22000122070312,30723800
20240419,20240419,178.74000549316406,179.0,173.44000244140625,174.6300048828125,55950000
20240422,20240422,176.94000244140625,178.8699951171875,174.55999755859375,177.22999572753906,37924900
20240423,20240423,178.0800018310547,179.92999267578125,175.97999572753906,179.5399932861328,37046500
20240424,20240424,179.94000244140625,180.32000732421875,176.17999267578125,176.58999633789062,34185100
20240425,20240425,169.67999267578125,173.9199981689453,166.32000732421875,173.6699981689453,49249400
20240426,20240426,177.8000030517578,180.82000732421875,176.1300048828125,179.6199951171875,43919800
20240429,20240429,182.75,183.52999877929688,179.38999938964844,180.9600067138672,54063900
20240430,20240430,181.08999633789062,182.99000549316406,174.8000030517578,175.0,94639800
20240501,20240501,181.63999938964844,185.14999389648438,176.55999755859375,179.0,94645100
20240502,20240502,180.85000610351562,185.10000610351562,179.91000366210938,184.72000122070312,54303500
20240503,20240503,186.99000549316406,187.8699951171875,185.4199981689453,186.2100067138672,39172000
20240506,20240506,186.27999877929688,188.75,184.8000030517578,188.6999969482422,34725300
20240507,20240507,188.9199981689453,189.94000244140625,187.30999755859375,188.75999450683594,34048900
20240508,20240508,187.44000244140625,188.42999267578125,186.38999938964844,188.0,26136400
20240509,20240509,188.8800048828125,191.6999969482422,187.44000244140625,189.5,43368400
20240510,20240510,189.16000366210938,189.88999938964844,186.92999267578125,187.47999572753906,34141800
20240513,20240513,188.0,188.30999755859375,185.36000061035156,186.57000732421875,24898600
20240514,20240514,183.82000732421875,187.72000122070312,183.4499969482422,187.07000732421875,38698200
20240515,20240515,185.97000122070312,186.72000122070312,182.72999572753906,185.99000549316406,75459900
20240516,20240516,185.60000610351562,187.30999755859375,183.4600067138672,183.6300048828125,38834500
20240517,20240517,183.75999450683594,185.3000030517578,183.35000610351562,184.6999969482422,33175700
20240520,20240520,184.33999633789062,186.6699981689453,183.27999877929688,183.5399932861328,30511800
20240521,20240521,182.3000030517578,183.25999450683594,180.75,183.14999389648438,50839100
20240522,20240522,183.8800048828125,185.22000122070312,181.97000122070312,183.1300048828125,28148800
20240523,20240523,183.66000366210938,184.75999450683594,180.0800018310547,181.0500030517578,33670200
20240524,20240524,181.64999389648438,182.44000244140625,180.3000030517578,180.75,27434100
20240528,20240528,179.92999267578125,182.24000549316406,179.49000549316406,182.14999389648438,29927000
20240529,20240529,181.6999969482422,184.0800018310547,181.5500030517578,182.02000427246094,32009300
20240530,20240530,181.30999755859375,181.33999633789062,178.36000061035156,179.32000732421875,29249200
20240531,20240531,178.3000030517578,179.2100067138672,173.8699951171875,176.44000244140625,58903900
20240603,20240603,177.6999969482422,178.6999969482422,175.9199981689453,178.33999633789062,30786600
20240604,20240604,177.63999938964844,179.82000732421875,176.44000244140625,179.33999633789062,27198400
20240605,20240605,180.10000610351562,181.5,178.75,181.27999877929688,32116400
20240606,20240606,181.75,185.0,181.49000549316406,185.0,31371200
20240607,20240607,184.89999389648438,186.2899932861328,183.36000061035156,184.3000030517578,28021500
20240610,20240610,184.07000732421875,187.22999572753906,183.7899932861328,187.05999755859375,34494500
20240611,20240611,187.05999755859375,187.77000427246094,184.5399932861328,187.22999572753906,27265100
20240612,20240612,188.02000427246094,188.35000610351562,185.42999267578125,186.88999938964844,33984200
20240613,20240613,186.08999633789062,187.6699981689453,182.6699981689453,183.8300018310547,39721500
20240614,20240614,183.0800018310547,183.72000122070312,182.22999572753906,183.66000366210938,25456400
20240617,20240617,182.52000427246094,185.0,181.22000122070312,184.05999755859375,35601900
20240618,20240618,183.74000549316406,184.2899932861328,181.42999267578125,182.80999755859375,36659200
20240620,20240620,182.91000366210938,186.50999450683594,182.72000122070312,186.10000610351562,44726800
20240621,20240621,187.8000030517578,189.27999877929688,185.86000061035156,189.0800018310547,72931800
20240624,20240624,189.3300018310547,191.0,185.3300018310547,185.57000732421875,50610400
20240625,20240625,186.80999755859375,188.83999633789062,185.4199981689453,186.33999633789062,45898500
20240626,20240626,186.9199981689453,194.8000030517578,186.25999450683594,193.61000061035156,65103900
20240627,20240627,195.00999450683594,199.83999633789062,194.1999969482422,197.85000610351562,74397500
20240628,20240628,197.72999572753906,198.85000610351562,192.5,193.25,76930200
20240701,20240701,193.49000549316406,198.3000030517578,192.82000732421875,197.1999969482422,41192000
20240702,20240702,197.27999877929688,200.42999267578125,195.92999267578125,200.0,45600000
20240703,20240703,199.94000244140625,200.02999877929688,196.75999450683594,197.58999633789062,31597900
20240705,20240705,198.64999389648438,200.5500030517578,198.1699981689453,200.0,39858900
20240708,20240708,200.0399932861328,201.1999969482422,197.9600067138672,199.2899932861328,34767300
20240709,20240709,199.39999389648438,200.57000732421875,199.0500030517578,199.33999633789062,32700100
20240710,20240710,200.0,200.11000061035156,197.69000244140625,199.7899932861328,32883800
20240711,20240711,200.08999633789062,200.27000427246094,192.86000061035156,195.0500030517578,44565000
20240712,20240712,194.8000030517578,196.47000122070312,193.8300018310547,194.49000549316406,30598500
20240715,20240715,194.55999755859375,196.19000244140625,190.8300018310547,192.72000122070312,40683200
20240716,20240716,195.58999633789062,196.6199951171875,192.24000549316406,193.02000427246094,33994700
20240717,20240717,191.35000610351562,191.5800018310547,185.99000549316406,187.92999267578125,48076100
20240718,20240718,189.58999633789062,189.67999267578125,181.4499969482422,183.75,51043600
20240719,20240719,181.13999938964844,184.92999267578125,180.11000061035156,183.1300048828125,43081800
20240722,20240722,185.0,185.05999755859375,182.47999572753906,182.5500030517578,39931900
20240723,20240723,184.10000610351562,189.38999938964844,183.55999755859375,186.41000366210938,47537700
20240724,20240724,183.1999969482422,185.4499969482422,180.41000366210938,180.8300018310547,41532400
20240725,20240725,182.91000366210938,183.89999389648438,176.8000030517578,179.85000610351562,44464200
20240726,20240726,180.38999938964844,183.19000244140625,180.24000549316406,182.5,29506000
20240729,20240729,183.83999633789062,184.75,182.3800048828125,183.1999969482422,33270100
20240730,20240730,184.72000122070312,185.86000061035156,179.3800048828125,181.7100067138672,39508600
20240731,20240731,185.0500030517578,187.94000244140625,184.4600067138672,186.97999572753906,41667300
20240801,20240801,189.2899932861328,190.60000610351562,181.8699951171875,184.07000732421875,70435600
20240802,20240802,166.75,168.77000427246094,160.5500030517578,167.89999389648438,141448400
20240805,20240805,154.2100067138672,162.9600067138672,151.61000061035156,161.02000427246094,83149400
20240806,20240806,161.7100067138672,165.0800018310547,158.5399932861328,161.92999267578125,59950800
20240807,20240807,166.5500030517578,167.5800018310547,161.42999267578125,162.77000427246094,48408200
20240808,20240808,165.1699981689453,166.69000244140625,162.5500030517578,165.8000030517578,44616200
20240809,20240809,166.39999389648438,168.5500030517578,165.85000610351562,166.94000244140625,36401000
20240812,20240812,168.13999938964844,168.5500030517578,166.11000061035156,166.8000030517578,30072800
20240813,20240813,167.80999755859375,171.0399932861328,167.10000610351562,170.22999572753906,39237900
20240814,20240814,172.11000061035156,172.27999877929688,168.86000061035156,170.10000610351562,28843800
20240815,20240815,174.86000061035156,177.91000366210938,173.99000549316406,177.58999633789062,51698500
20240816,20240816,177.0399932861328,178.33999633789062,176.25999450683594,177.05999755859375,31489200
20240819,20240819,177.63999938964844,178.3000030517578,176.16000366210938,178.22000122070312,31129800
20240820,20240820,177.9199981689453,179.00999450683594,177.42999267578125,178.8800048828125,26255200
20240821,20240821,179.9199981689453,182.38999938964844,178.88999938964844,180.11000061035156,35599100
20240822,20240822,181.3800048828125,181.47000122070312,175.67999267578125,176.1300048828125,32047500
20240823,20240823,177.33999633789062,178.97000122070312,175.24000549316406,177.0399932861328,29150100
20240826,20240826,176.6999969482422,177.47000122070312,174.3000030517578,175.5,22366200
20240827,20240827,174.14999389648438,174.88999938964844,172.25,173.1199951171875,29842000
20240828,20240828,173.69000244140625,173.69000244140625,168.9199981689453,170.8000030517578,29045000
20240829,20240829,173.22000122070312,174.2899932861328,170.80999755859375,172.1199951171875,26407800
20240830,20240830,172.77999877929688,178.89999389648438,172.60000610351562,178.5,43429400
20240903,20240903,177.5500030517578,178.25999450683594,175.25999450683594,176.25,37817500
20240904,20240904,174.47999572753906,175.97999572753906,172.5399932861328,173.3300018310547,30309200
20240905,20240905,175.0,179.8800048828125,175.0,177.88999938964844,40170500
20240906,20240906,177.24000549316406,178.3800048828125,171.16000366210938,171.38999938964844,41466500
20240909,20240909,174.52999877929688,175.85000610351562,173.50999450683594,175.39999389648438,29037400
20240910,20240910,177.49000549316406,180.5,176.7899932861328,179.5500030517578,36233800
20240911,20240911,180.10000610351562,184.99000549316406,175.72999572753906,184.52000427246094,42564700
20240912,20240912,184.8000030517578,187.41000366210938,183.5399932861328,187.0,33622500
20240913,20240913,187.0,188.5,185.91000366210938,186.49000549316406,26495400
20240916,20240916,185.2899932861328,185.80999755859375,183.36000061035156,184.88999938964844,26065500
20240917,20240917,186.85000610351562,189.4499969482422,186.13999938964844,186.8800048828125,26091700
20240918,20240918,186.4499969482422,188.8000030517578,185.05999755859375,186.42999267578125,34448100
20240919,20240919,190.0399932861328,190.99000549316406,188.47000122070312,189.8699951171875,39543200
20240920,20240920,190.22999572753906,191.83999633789062,187.41000366210938,191.60000610351562,100378600
20240923,20240923,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,36993100
20240924,20240924,194.27000427246094,195.3699951171875,190.1300048828125,193.9600067138672,43478900
20240925,20240925,193.75,193.9499969482422,192.16000366210938,192.52999877929688,26391100
20240926,20240926,194.30999755859375,194.52999877929688,189.5399932861328,191.16000366210938,36334900
20240927,20240927,190.67999267578125,190.89999389648438,187.33999633789062,187.97000122070312,36002300
20240930,20240930,187.13999938964844,188.49000549316406,184.64999389648438,186.3300018310547,41583900
20241001,20241001,184.89999389648438,186.19000244140625,183.4499969482422,185.1300048828125,36044900
20241002,20241002,184.44000244140625,186.60000610351562,184.0399932861328,184.75999450683594,23704100
20241003,20241003,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,30204300
20241004,20241004,185.75,187.60000610351562,183.60000610351562,186.50999450683594,40890300
20241007,20241007,182.9499969482422,183.60000610351562,180.25,180.8000030517578,42364200
20241008,20241008,181.9199981689453,183.08999633789062,180.9199981689453,182.72000122070312,26372100
20241009,20241009,182.82000732421875,185.85000610351562,182.0500030517578,185.1699981689453,26343100
20241010,20241010,187.1300048828125,188.1300048828125,185.8300018310547,186.64999389648438,27785000
20241011,20241011,186.6300048828125,189.92999267578125,186.3000030517578,188.82000732421875,25751600
20241014,20241014,189.77999877929688,189.8300018310547,187.36000061035156,187.5399932861328,22614400
20241015,20241015,187.6300048828125,188.41000366210938,184.5800018310547,187.69000244140625,32178900
20241016,20241016,187.0500030517578,187.77999877929688,185.61000061035156,186.88999938964844,23456800
20241017,20241017,188.22000122070312,188.94000244140625,186.0,187.52999877929688,25039400
20241018,20241018,187.14999389648438,190.74000549316406,186.27999877929688,188.99000549316406,37417700
20241021,20241021,188.0500030517578,189.4600067138672,186.39999389648438,189.07000732421875,24639400
20241022,20241022,188.35000610351562,191.52000427246094,186.97999572753906,189.6999969482422,29650600
20241023,20241023,188.85000610351562,189.16000366210938,183.69000244140625,184.7100067138672,31937100
20241024,20241024,185.25,187.11000061035156,183.86000061035156,186.3800048828125,21647400
20241025,20241025,187.85000610351562,190.4499969482422,187.52999877929688,187.8300018310547,29362100
20241028,20241028,189.57000732421875,190.2100067138672,188.2100067138672,188.38999938964844,27930800
20241029,20241029,188.5800018310547,191.4600067138672,187.82000732421875,190.8300018310547,35690200
20241030,20241030,194.6999969482422,195.61000061035156,192.4199981689453,192.72999572753906,37707600
