Date,DateNumber,Open,High,Low,Close,Volume
20240226,20240226,142.13999938964844,142.44000244140625,137.38999938964844,137.57000732421875,53641800
20240227,20240227,138.02000427246094,139.25,137.08999633789062,138.8800048828125,33099200
20240228,20240228,137.89999389648438,138.00999450683594,135.41000366210938,136.3800048828125,37328600
20240229,20240229,137.27999877929688,138.86000061035156,136.39999389648438,138.4600067138672,42133000
20240301,20240301,138.42999267578125,138.8699951171875,136.9199981689453,137.13999938964844,31119500
20240304,20240304,135.66000366210938,135.66000366210938,131.91000366210938,133.35000610351562,55999400
20240305,20240305,131.8800048828125,133.24000549316406,130.6699981689453,132.6699981689453,40194800
20240306,20240306,133.1199951171875,133.5800018310547,130.85000610351562,131.39999389648438,35318600
20240307,20240307,132.7899932861328,134.94000244140625,131.61000061035156,134.3800048828125,37738200
20240308,20240308,134.2100067138672,138.08999633789062,134.0,135.41000366210938,39343100
20240311,20240311,136.1300048828125,139.10000610351562,136.1300048828125,137.6699981689453,32437800
20240312,20240312,137.02999877929688,139.3800048828125,137.02999877929688,138.5,27563400
20240313,20240313,139.0,141.08999633789062,138.99000549316406,139.7899932861328,23347200
20240314,20240314,141.19000244140625,143.58999633789062,140.4600067138672,143.10000610351562,42753400
20240315,20240315,142.5,143.17999267578125,140.02999877929688,141.17999267578125,49460600
20240318,20240318,148.61000061035156,152.14999389648438,147.1699981689453,147.67999267578125,69273700
20240319,20240319,148.16000366210938,148.7899932861328,146.0800018310547,147.02999877929688,24070400
20240320,20240320,148.0,148.86000061035156,146.74000549316406,148.74000549316406,21311500
20240321,20240321,149.47000122070312,150.3699951171875,146.89999389648438,147.60000610351562,24755600
20240322,20240322,149.1199951171875,151.5800018310547,148.97999572753906,150.77000427246094,29175700
20240325,20240325,149.94000244140625,150.3800048828125,147.82000732421875,150.07000732421875,19229300
20240326,20240326,150.22000122070312,152.25999450683594,149.97999572753906,150.6699981689453,22149100
20240327,20240327,151.17999267578125,151.63999938964844,148.89999389648438,150.8699951171875,22879200
20240328,20240328,150.85000610351562,151.42999267578125,150.1699981689453,150.92999267578125,24485400
20240401,20240401,150.69000244140625,155.74000549316406,150.61000061035156,155.49000549316406,31730800
20240402,20240402,153.5,154.6999969482422,152.14999389648438,154.55999755859375,24586000
20240403,20240403,153.60000610351562,155.0800018310547,152.72999572753906,154.9199981689453,24705000
20240404,20240404,153.5,154.77000427246094,150.4499969482422,150.52999877929688,34724700
20240405,20240405,150.02999877929688,153.4199981689453,149.60000610351562,152.5,23449300
20240408,20240408,152.77999877929688,155.27000427246094,152.61000061035156,154.85000610351562,20702000
20240409,20240409,156.08999633789062,158.55999755859375,155.19000244140625,156.60000610351562,31113000
20240410,20240410,156.2100067138672,156.61000061035156,154.67999267578125,156.13999938964844,22838600
20240411,20240411,156.91000366210938,159.67999267578125,156.4600067138672,159.41000366210938,27166400
20240412,20240412,157.9600067138672,160.22000122070312,157.13999938964844,157.72999572753906,25329200
20240415,20240415,158.86000061035156,159.24000549316406,154.58999633789062,154.86000061035156,27136500
20240416,20240416,154.19000244140625,155.64999389648438,153.42999267578125,154.39999389648438,20779500
20240417,20240417,155.6199951171875,157.0800018310547,154.5800018310547,155.47000122070312,21763100
20240418,20240418,155.33999633789062,156.94000244140625,154.6199951171875,156.00999450683594,19883000
20240419,20240419,156.1999969482422,156.36000061035156,152.3000030517578,154.08999633789062,32239100
20240422,20240422,154.30999755859375,157.63999938964844,154.05999755859375,156.27999877929688,26446200
20240423,20240423,156.9600067138672,158.97000122070312,156.27999877929688,158.25999450683594,21151600
20240424,20240424,157.49000549316406,159.57000732421875,157.1699981689453,159.1300048828125,22779100
20240425,20240425,151.3300018310547,156.49000549316406,150.8699951171875,156.0,57109700
20240426,20240426,174.3699951171875,174.7100067138672,169.64999389648438,171.9499969482422,64665300
20240429,20240429,169.05999755859375,169.5500030517578,165.2100067138672,166.14999389648438,45610000
20240430,20240430,165.61000061035156,168.10000610351562,162.60000610351562,162.77999877929688,33562900
20240501,20240501,164.3000030517578,167.1199951171875,163.08999633789062,163.86000061035156,33493200
20240502,20240502,164.7899932861328,166.72999572753906,163.88999938964844,166.6199951171875,24294500
20240503,20240503,167.55999755859375,167.9600067138672,163.0500030517578,167.24000549316406,34662400
