Date,DateNumber,Open,High,Low,Close,Volume
20240226,20240226,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,40867400
20240227,20240227,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,54318900
20240228,20240228,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,48953900
20240229,20240229,181.27000427246094,182.57000732421875,179.52999877929688,180.75,136682600
20240301,20240301,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,73488000
20240304,20240304,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,81510100
20240305,20240305,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,95132400
20240306,20240306,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,68587700
20240307,20240307,169.14999389648438,170.72999572753906,168.49000549316406,169.0,71765100
20240308,20240308,169.0,173.6999969482422,168.94000244140625,170.72999572753906,76114600
20240311,20240311,172.94000244140625,174.3800048828125,172.0500030517578,172.75,60139500
20240312,20240312,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,59825400
20240313,20240313,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,52488700
20240314,20240314,172.91000366210938,174.30999755859375,172.0500030517578,173.0,72913500
20240315,20240315,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,121664700
20240318,20240318,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604200
20240319,20240319,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,55215200
20240320,20240320,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,53423100
20240321,20240321,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,106181300
20240322,20240322,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,71106600
20240325,20240325,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,54288300
20240326,20240326,170.0,171.4199981689453,169.5800018310547,169.7100067138672,57388400
20240327,20240327,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,60273300
20240328,20240328,171.75,172.22999572753906,170.50999450683594,171.47999572753906,65672700
20240401,20240401,171.19000244140625,171.25,169.47999572753906,170.02999877929688,46240500
20240402,20240402,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,49329500
20240403,20240403,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,47691700
20240404,20240404,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,53704400
20240405,20240405,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,42055200
20240408,20240408,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,37425500
20240409,20240409,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,42451200
20240410,20240410,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,49709300
20240411,20240411,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,91070300
20240412,20240412,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,101593300
20240415,20240415,175.36000061035156,176.6300048828125,172.5,172.69000244140625,73531800
20240416,20240416,171.75,173.75999450683594,168.27000427246094,169.3800048828125,73711200
20240417,20240417,169.61000061035156,170.64999389648438,168.0,168.0,50901200
20240418,20240418,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,43122900
20240419,20240419,166.2100067138672,166.39999389648438,164.0800018310547,165.0,67772100
20240422,20240422,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,48116400
20240423,20240423,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,49537800
20240424,20240424,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,48251800
20240425,20240425,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,50558300
20240426,20240426,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,44838400
20240429,20240429,173.3699951171875,176.02999877929688,173.10000610351562,173.5,68169400
20240430,20240430,173.3300018310547,174.99000549316406,170.0,170.3300018310547,65934800
20240501,20240501,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,50383100
20240502,20240502,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,94214900
20240503,20240503,186.64999389648438,187.0,182.66000366210938,183.3800048828125,163224100
20240506,20240506,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,78569700
20240507,20240507,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,77305800
